employee_id,first_name,last_name,gender,pronouns,age,birth_date,department,business_unit,job_level,job_title,location,manager_id,base_salary,bonus_eligible,bonus_pct,equity_grant,equity_pct,employment_type,employment_status,hire_date,termination_date,ethnicity,marital_status,education_level,pay_frequency,veteran_status,disability_status,cost_center,fte,exemption_status,high_potential_flag,succession_plan_status,aihr_certified,training_count,last_training_date,promotion_count,last_promotion_date,snapshot_date,tenure_months,performance_rating,current_salary,engagement_score,risk_of_exit_score
581,Cameron,Smith,Female,she/her,39,10/31/1984,HR,Corporate,1,VP,"San Francisco, CA",,76886,FALSE,0,TRUE,0.0893,Full-time,Active,10/31/2023,,White,Married,Bachelor,Monthly,FALSE,FALSE,CC1002,0.8,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,3/31/2024,5,3.74,76886,76.72499651,0.237728354
582,Robin,Williams,Female,he/him,36,11/30/1987,Customer Success,Commercial,2,VP,"Austin, TX",,62892,FALSE,0,TRUE,0.0508,Full-time,Active,11/30/2023,,White,Single,Bachelor,Monthly,FALSE,TRUE,CC1015,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,3/31/2024,4,3.53,62892,70.53970742,0.30259531
583,Taylor,Davis,Male,he/him,36,11/30/1987,Engineering,Tech,2,Analyst,"New York, NY",,112516,FALSE,0,TRUE,0.017,Full-time,Active,11/30/2023,,Asian,Single,Bachelor,Monthly,FALSE,FALSE,CC1008,1,Exempt,FALSE,Not in plan,FALSE,1,3/30/2024,0,,3/31/2024,4,3.97,112516,78.70560651,0.185718321
584,Jordan,Brown,Female,he/him,22,11/30/2001,Engineering,Tech,2,Senior Director,"Seattle, WA",,132446,FALSE,0,TRUE,0.0942,Contractor,Active,11/30/2023,,White,Married,Associate,Monthly,FALSE,FALSE,CC1002,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,3/31/2024,4,3.86,132446,77.63850684,0.279483663
585,Jamie,Brown,Female,he/him,33,11/30/1990,Marketing,Commercial,1,Director,Remote,,73827,FALSE,0,FALSE,0,Full-time,Active,11/30/2023,,White,Married,High School,Monthly,FALSE,FALSE,CC1016,1,Non-exempt,FALSE,Not in plan,FALSE,2,1/30/2024,0,,3/31/2024,4,3.22,73827,59.41988737,0.438828814
586,Cameron,Williams,Female,he/him,39,11/30/1984,Customer Success,Commercial,5,Analyst,Remote,,65996,TRUE,0.153,TRUE,0.0132,Full-time,Active,11/30/2023,,Asian,Single,Bachelor,Monthly,FALSE,FALSE,CC1018,1,Exempt,FALSE,Not in plan,FALSE,1,5/30/2024,0,,3/31/2024,4,1.32,65996,26.71444982,0.756928963
587,Cameron,Johnson,Male,he/him,29,11/30/1994,Product,Tech,1,Manager,"San Francisco, CA",,125093,TRUE,0.162,TRUE,0.0956,Full-time,Active,11/30/2023,,Asian,Single,Bachelor,Monthly,FALSE,FALSE,CC1012,1,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,3/31/2024,4,3.76,125093,76.59419617,0.254860351
588,Jordan,Davis,Female,he/him,35,12/31/1988,Sales,Commercial,3,Analyst,"New York, NY",,77509,FALSE,0,FALSE,0,Full-time,Terminated,12/31/2023,6/30/2024,White,Married,Bachelor,Monthly,FALSE,FALSE,CC1003,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,3/31/2024,3,2.06,77509,49.61695626,0.470922829
589,Robin,Brown,Female,he/him,51,12/31/1972,Product,Tech,1,Senior Manager,"New York, NY",,128835,FALSE,0,TRUE,0.0465,Contractor,Active,12/31/2023,,White,Divorced,Bachelor,Monthly,FALSE,TRUE,CC1018,1,Non-exempt,FALSE,Not in plan,FALSE,3,9/30/2024,0,,3/31/2024,3,3.09,128835,62.36907112,0.361393152
590,Riley,Jones,Female,he/him,29,12/31/1994,Engineering,Tech,3,Analyst,"New York, NY",,140090,TRUE,0.099,TRUE,0.0385,Full-time,Active,12/31/2023,,Other,Married,Bachelor,Monthly,FALSE,FALSE,CC1003,1,Exempt,FALSE,Not in plan,FALSE,1,9/30/2024,0,,3/31/2024,3,2.89,140090,54.52673979,0.482860786
591,Riley,Williams,Male,he/him,39,12/31/1984,Finance,Corporate,1,Senior Manager,"New York, NY",,79082,FALSE,0,FALSE,0,Full-time,Active,12/31/2023,,White,Married,Bachelor,Monthly,FALSE,FALSE,CC1008,1,Non-exempt,FALSE,Not in plan,FALSE,2,4/30/2024,0,,3/31/2024,3,3.02,79082,66.65892217,0.325714683
592,Casey,Jones,Female,he/him,33,12/31/1990,Engineering,Tech,1,Analyst,"San Francisco, CA",,123407,FALSE,0,TRUE,0.0491,Full-time,Terminated,12/31/2023,6/30/2024,Asian,Married,Bachelor,Monthly,FALSE,FALSE,CC1003,0.8,Non-exempt,TRUE,In plan,FALSE,2,4/30/2024,0,,3/31/2024,3,1.88,123407,43.36504648,0.587245029
594,Drew,Miller,Female,he/him,23,1/31/2001,Finance,Corporate,2,VP,Remote,,86404,TRUE,0.07,TRUE,0.0859,Full-time,Terminated,1/31/2024,3/31/2025,White,Married,High School,Monthly,FALSE,FALSE,CC1017,0.8,Exempt,FALSE,Not in plan,FALSE,1,4/30/2024,0,,3/31/2024,2,3.81,86404,72.00363487,0.330455008
595,Morgan,Johnson,Female,he/him,31,1/31/1993,Engineering,Tech,3,Manager,Remote,,128631,FALSE,0,TRUE,0.0129,Full-time,Active,1/31/2024,,White,Married,Bachelor,Monthly,FALSE,FALSE,CC1019,1,Exempt,FALSE,Not in plan,FALSE,1,8/31/2024,0,,3/31/2024,2,3.03,128631,56.25804516,0.388108321
596,Taylor,Smith,Female,she/her,25,1/31/1999,Sales,Commercial,3,Manager,"New York, NY",,96200,TRUE,0.162,TRUE,0.0895,Full-time,Active,1/31/2024,,White,Married,Bachelor,Monthly,FALSE,FALSE,CC1017,1,Exempt,FALSE,Not in plan,FALSE,1,3/31/2024,0,,3/31/2024,2,3.14,96200,52.72476383,0.476730947
597,Cameron,Brown,Female,he/him,35,1/31/1989,Finance,Corporate,3,Analyst,"New York, NY",,85480,FALSE,0,TRUE,0.0961,Part-time,Active,1/31/2024,,White,Married,Bachelor,Monthly,FALSE,FALSE,CC1008,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,3/31/2024,2,3.91,85480,81.56103036,0.195323917
598,Cameron,Wilson,Female,she/her,29,1/31/1995,Engineering,Tech,4,Senior Manager,"San Francisco, CA",,113024,FALSE,0,TRUE,0.0364,Full-time,Terminated,1/31/2024,7/31/2024,White,Married,Bachelor,Monthly,FALSE,FALSE,CC1019,1,Exempt,TRUE,In plan,FALSE,1,4/30/2024,0,,3/31/2024,2,3.5,113024,67.04966595,0.355671122
599,Casey,Miller,Female,she/her,36,1/31/1988,Engineering,Tech,2,Analyst,"San Francisco, CA",,105550,TRUE,0.077,TRUE,0.0584,Contractor,Active,1/31/2024,,White,Married,Bachelor,Monthly,FALSE,FALSE,CC1012,0.8,Exempt,FALSE,Not in plan,TRUE,0,,0,,3/31/2024,2,2.14,105550,42.74264233,0.584186899
600,Alex,Rodriguez,Male,she/her,31,1/31/1993,Finance,Corporate,1,VP,"Austin, TX",,92188,TRUE,0.094,TRUE,0.0905,Full-time,Active,1/31/2024,,White,Single,Associate,Monthly,FALSE,FALSE,CC1017,0.5,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,3/31/2024,2,2.03,92188,39.75341853,0.609675355
601,Taylor,Smith,Male,she/her,35,1/31/1989,Marketing,Commercial,1,Senior Manager,"Seattle, WA",,94711,FALSE,0,TRUE,0.0287,Full-time,Active,1/31/2024,,White,Divorced,PhD,Monthly,FALSE,FALSE,CC1013,1,Non-exempt,FALSE,Not in plan,FALSE,2,3/31/2024,0,,3/31/2024,2,2.74,94711,64.43947891,0.398575716
602,Cameron,Wilson,Female,he/him,41,1/31/1983,Support,Tech,3,VP,"Seattle, WA",,61415,FALSE,0,TRUE,0.0545,Full-time,Active,1/31/2024,,White,Married,Associate,Monthly,FALSE,FALSE,CC1013,1,Exempt,FALSE,Not in plan,FALSE,1,3/31/2024,0,,3/31/2024,2,2.97,61415,58.6057945,0.386827079
603,Cameron,Smith,Male,she/her,33,1/31/1991,Sales,Commercial,4,Analyst,"New York, NY",,84181,TRUE,0.067,TRUE,0.0287,Full-time,Terminated,1/31/2024,11/30/2024,Hispanic,Single,Bachelor,Monthly,FALSE,FALSE,CC1012,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,3/31/2024,2,2.44,84181,44.76018801,0.542554512
604,Jordan,Johnson,Male,she/her,34,1/31/1990,Customer Success,Commercial,1,Director,"Seattle, WA",,65822,FALSE,0,TRUE,0.0762,Full-time,Active,1/31/2024,,Asian,Married,Bachelor,Monthly,FALSE,FALSE,CC1009,1,Non-exempt,FALSE,Not in plan,FALSE,3,12/31/2024,0,,3/31/2024,2,3.26,65822,57.78709053,0.429368908
605,Drew,Williams,Female,he/him,25,1/31/1999,Operations,Corporate,2,Senior Director,Remote,,52989,FALSE,0,TRUE,0.0249,Full-time,Active,1/31/2024,,White,Single,Bachelor,Monthly,FALSE,FALSE,CC1016,0.5,Exempt,FALSE,Not in plan,FALSE,0,,0,,3/31/2024,2,2.72,52989,50.42995528,0.517533766
606,Robin,Williams,Male,she/her,31,1/31/1993,Engineering,Tech,1,VP,Remote,,125703,TRUE,0.106,TRUE,0.0199,Full-time,Active,1/31/2024,,Asian,Married,Master,Monthly,FALSE,TRUE,CC1009,1,Non-exempt,FALSE,Not in plan,FALSE,1,10/31/2024,0,,3/31/2024,2,3.7,125703,80.47511234,0.14638203
607,Jordan,Wilson,Male,she/her,39,2/28/1985,Customer Success,Commercial,4,Analyst,"Seattle, WA",,75450,FALSE,0,TRUE,0.0342,Full-time,Active,2/29/2024,,Black,Married,Bachelor,Monthly,FALSE,FALSE,CC1008,1,Exempt,FALSE,Not in plan,FALSE,3,8/29/2024,0,,3/31/2024,1,1.63,75450,31.40346208,0.653805537
608,Taylor,Miller,Female,she/her,43,2/28/1981,Sales,Commercial,1,Analyst,Remote,,83021,TRUE,0.179,TRUE,0.078,Full-time,Active,2/29/2024,,Hispanic,Married,Bachelor,Monthly,FALSE,FALSE,CC1009,1,Non-exempt,FALSE,Not in plan,FALSE,1,12/29/2024,0,,3/31/2024,1,2.32,83021,58.98909424,0.415763626
609,Casey,Garcia,Female,she/her,35,2/28/1989,Sales,Commercial,1,Analyst,"Austin, TX",,88008,FALSE,0,TRUE,0.0446,Contractor,Active,2/29/2024,,White,Married,Bachelor,Monthly,FALSE,TRUE,CC1016,1,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,3/31/2024,1,2.7,88008,53.93918191,0.43930735
610,Jamie,Jones,Female,he/him,28,2/29/1996,Engineering,Tech,3,VP,"Seattle, WA",,117020,FALSE,0,TRUE,0.013,Contractor,Active,2/29/2024,,Hispanic,Married,Bachelor,Monthly,FALSE,FALSE,CC1008,1,Exempt,FALSE,Not in plan,FALSE,2,6/29/2024,0,,3/31/2024,1,2.37,117020,45.98228467,0.546957901
611,Drew,Rodriguez,Male,he/him,40,2/29/1984,Engineering,Tech,1,Director,"Seattle, WA",,116302,FALSE,0,TRUE,0.073,Full-time,Active,2/29/2024,,White,Divorced,Bachelor,Monthly,FALSE,FALSE,CC1017,1,Non-exempt,FALSE,Not in plan,FALSE,2,3/29/2024,0,,3/31/2024,1,3.28,116302,75.32035063,0.279062945
612,Drew,Williams,Male,he/him,40,2/29/1984,Engineering,Tech,3,Senior Manager,"New York, NY",,124548,FALSE,0,TRUE,0.0166,Full-time,Active,2/29/2024,,Black,Married,Associate,Monthly,FALSE,FALSE,CC1016,1,Exempt,FALSE,Not in plan,FALSE,2,10/29/2024,0,,3/31/2024,1,3.73,124548,69.55894069,0.329062019
613,Jamie,Rodriguez,Female,she/her,30,2/28/1994,Sales,Commercial,1,Senior Analyst,"Austin, TX",,93806,TRUE,0.11,TRUE,0.0204,Full-time,Active,2/29/2024,,Other,Single,Master,Monthly,FALSE,FALSE,CC1007,1,Non-exempt,FALSE,Not in plan,FALSE,3,8/29/2024,0,,3/31/2024,1,2.2,93806,47.26848378,0.528392101
614,Riley,Wilson,Male,he/him,26,2/28/1998,Finance,Corporate,3,Manager,"Austin, TX",,96545,FALSE,0,TRUE,0.0775,Full-time,Active,2/29/2024,,White,Single,Bachelor,Monthly,FALSE,TRUE,CC1013,1,Exempt,FALSE,Not in plan,FALSE,1,10/29/2024,0,,3/31/2024,1,3.09,96545,63.00203461,0.328810283
615,Robin,Wilson,Male,he/him,29,2/28/1995,Engineering,Tech,4,Senior Analyst,"New York, NY",,112891,TRUE,0.194,TRUE,0.0126,Full-time,Active,2/29/2024,,White,Single,High School,Monthly,FALSE,FALSE,CC1003,0.8,Exempt,FALSE,Not in plan,FALSE,0,,0,,3/31/2024,1,2.21,112891,39.00566595,0.581227813
616,Riley,Jones,Male,they/them,33,2/28/1991,Marketing,Commercial,1,Analyst,"Austin, TX",,79468,TRUE,0.106,TRUE,0.0327,Part-time,Active,2/29/2024,,Asian,Single,Bachelor,Monthly,FALSE,FALSE,CC1005,1,Non-exempt,TRUE,In plan,FALSE,1,7/29/2024,0,,3/31/2024,1,3.73,79468,72.92403419,0.297327344
617,Taylor,Johnson,Male,he/him,35,3/31/1989,Sales,Commercial,1,Director,"Seattle, WA",,93895,TRUE,0.132,TRUE,0.0443,Full-time,Active,3/31/2024,,White,Single,Master,Monthly,FALSE,FALSE,CC1004,1,Non-exempt,FALSE,Not in plan,FALSE,2,10/31/2024,0,,3/31/2024,0,2.15,93895,48.03544019,0.462179346
618,Alex,Smith,Female,she/her,26,3/31/1998,Customer Success,Commercial,2,Manager,"San Francisco, CA",,65035,FALSE,0,FALSE,0,Contractor,Terminated,3/31/2024,4/30/2024,Hispanic,Married,Bachelor,Monthly,FALSE,FALSE,CC1003,1,Exempt,TRUE,In plan,FALSE,0,,0,,3/31/2024,0,2.98,65035,55.12327858,0.376788323
619,Morgan,Johnson,Male,she/her,40,3/31/1984,Finance,Corporate,2,VP,Remote,,81413,FALSE,0,TRUE,0.0989,Full-time,Active,3/31/2024,,Other,Divorced,Bachelor,Monthly,FALSE,FALSE,CC1005,0.8,Exempt,FALSE,Not in plan,FALSE,1,8/31/2024,0,,3/31/2024,0,2.55,81413,44.20567634,0.535485747
620,Cameron,Miller,Non-binary,he/him,41,3/31/1983,Customer Success,Commercial,3,Senior Manager,Remote,,68604,FALSE,0,TRUE,0.0199,Part-time,Active,3/31/2024,,Hispanic,Married,Bachelor,Monthly,FALSE,FALSE,CC1010,1,Exempt,FALSE,Not in plan,FALSE,1,4/30/2024,0,,3/31/2024,0,3.63,68604,76.73309901,0.205593044
621,Cameron,Smith,Female,he/him,41,3/31/1983,Sales,Commercial,3,Senior Analyst,"New York, NY",,85709,TRUE,0.153,TRUE,0.0283,Full-time,Active,3/31/2024,,Hispanic,Single,Bachelor,Monthly,FALSE,FALSE,CC1011,1,Exempt,FALSE,Not in plan,FALSE,2,1/31/2025,0,,3/31/2024,0,2.81,85709,49.81868616,0.543737898
622,Morgan,Smith,Non-binary,he/him,33,3/31/1991,Customer Success,Commercial,2,Senior Manager,"New York, NY",,61879,FALSE,0,TRUE,0.0454,Part-time,Active,3/31/2024,,Other,Married,Bachelor,Monthly,FALSE,FALSE,CC1011,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,3/31/2024,0,4.16,61879,82.79041072,0.177736809
623,Morgan,Garcia,Female,she/her,40,3/31/1984,Finance,Corporate,1,Senior Manager,Remote,,94023,FALSE,0,FALSE,0,Full-time,Active,3/31/2024,,Black,Single,Master,Monthly,FALSE,FALSE,CC1019,1,Non-exempt,FALSE,Not in plan,FALSE,1,5/31/2024,0,,3/31/2024,0,3.49,94023,84.82532248,0.114887003
624,Jamie,Wilson,Female,he/him,33,3/31/1991,Engineering,Tech,2,VP,"Seattle, WA",,125247,FALSE,0,TRUE,0.0507,Full-time,Active,3/31/2024,,White,Divorced,Bachelor,Monthly,FALSE,FALSE,CC1008,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,3/31/2024,0,2.83,125247,62.45005249,0.357419519
625,Riley,Johnson,Female,she/her,31,3/31/1993,Engineering,Tech,2,Senior Analyst,"San Francisco, CA",,107067,FALSE,0,TRUE,0.0648,Full-time,Active,3/31/2024,,Asian,Married,Bachelor,Monthly,FALSE,FALSE,CC1007,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,3/31/2024,0,2.96,107067,73.83536094,0.262262351
626,Robin,Miller,Female,she/her,32,3/31/1992,Engineering,Tech,3,Senior Manager,"San Francisco, CA",,104154,FALSE,0,TRUE,0.0919,Full-time,Active,3/31/2024,,White,Married,High School,Monthly,FALSE,FALSE,CC1003,0.5,Exempt,FALSE,Not in plan,FALSE,0,,0,,3/31/2024,0,3.01,104154,52.74173357,0.444144104
1,Casey,Garcia,Female,he/him,35,10/30/1985,Customer Success,Commercial,1,Senior Analyst,"Seattle, WA",,77073,FALSE,0,TRUE,0.0993,Full-time,Active,10/30/2020,,White,Single,High School,Monthly,FALSE,FALSE,CC1015,1,Non-exempt,TRUE,In plan,FALSE,2,3/30/2021,0,,4/30/2024,42,2.62,83120,55.2646877,0.42722174
2,Jamie,Jones,Male,he/him,34,10/30/1985,Sales,Commercial,1,Senior Analyst,"Seattle, WA",,95981,TRUE,0.068,TRUE,0.0131,Contractor,Active,10/30/2019,,Black,Married,Bachelor,Monthly,FALSE,FALSE,CC1017,0.8,Non-exempt,FALSE,Not in plan,FALSE,2,5/30/2020,0,,4/30/2024,54,2.21,118426,49.96785643,0.529660219
3,Morgan,Johnson,Female,she/her,34,9/30/1986,Sales,Commercial,1,Director,"San Francisco, CA",,93771,FALSE,0,TRUE,0.0279,Full-time,Active,9/30/2020,,White,Married,Bachelor,Monthly,FALSE,FALSE,CC1006,1,Non-exempt,FALSE,Not in plan,FALSE,1,4/30/2021,0,,4/30/2024,43,3.86,106698,81.28571474,0.159070255
6,Riley,Garcia,Female,he/him,33,2/28/1987,Sales,Commercial,1,Analyst,"New York, NY",,74938,FALSE,0,TRUE,0.013,Full-time,Active,2/29/2020,,White,Married,Bachelor,Monthly,FALSE,FALSE,CC1003,1,Non-exempt,FALSE,Not in plan,FALSE,3,3/29/2020,0,,4/30/2024,50,3.95,92088,75.30550125,0.234923329
7,Riley,Williams,Female,she/her,34,8/30/1986,Engineering,Tech,2,Senior Manager,Remote,,115613,FALSE,0,TRUE,0.0854,Full-time,Active,8/30/2020,,White,Single,Bachelor,Monthly,FALSE,FALSE,CC1015,0.8,Exempt,FALSE,Not in plan,FALSE,0,,0,,4/30/2024,44,4.05,129260,83.07263423,0.148086952
8,Morgan,Jones,Female,he/him,40,1/30/1980,Product,Tech,3,Senior Director,"Seattle, WA",,98286,FALSE,0,TRUE,0.0245,Part-time,Active,1/30/2020,,White,Single,Associate,Monthly,FALSE,TRUE,CC1013,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,4/30/2024,51,3.24,119004,65.81808122,0.4165273
9,Casey,Smith,Female,he/him,43,4/30/1978,Customer Success,Commercial,1,Senior Manager,"Austin, TX",,64858,FALSE,0,TRUE,0.0631,Contractor,Active,4/30/2021,,White,Divorced,Bachelor,Monthly,FALSE,FALSE,CC1014,1,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,4/30/2024,36,3.39,72837,59.95128812,0.39289529
10,Alex,Smith,Non-binary,he/him,38,2/28/1983,Customer Success,Commercial,4,Director,"Austin, TX",,67557,FALSE,0,FALSE,0,Part-time,Active,2/28/2021,,Black,Single,Master,Monthly,FALSE,FALSE,CC1009,0.5,Exempt,FALSE,Not in plan,FALSE,0,,0,,4/30/2024,38,3.04,74870,62.26591047,0.359523886
11,Riley,Davis,Male,she/her,36,2/29/1984,HR,Corporate,3,VP,"New York, NY",,79205,FALSE,0,FALSE,0,Part-time,Terminated,2/29/2020,1/29/2025,White,Married,Bachelor,Monthly,FALSE,FALSE,CC1013,0.8,Exempt,FALSE,Not in plan,FALSE,1,9/29/2020,0,,4/30/2024,50,3.13,93532,66.74729962,0.285599874
15,Taylor,Jones,Female,she/her,25,4/30/1996,Sales,Commercial,1,Senior Director,"San Francisco, CA",,95321,TRUE,0.152,TRUE,0.0387,Full-time,Active,4/30/2021,,Hispanic,Married,Bachelor,Monthly,FALSE,FALSE,CC1012,0.5,Non-exempt,TRUE,In plan,FALSE,2,12/30/2021,0,,4/30/2024,36,1.64,106414,35.52603162,0.619739776
16,Alex,Williams,Male,he/him,29,2/28/1992,Support,Tech,3,Analyst,"Seattle, WA",,72552,FALSE,0,TRUE,0.044,Full-time,Terminated,2/28/2021,9/28/2024,White,Single,Bachelor,Monthly,FALSE,FALSE,CC1008,0.8,Exempt,FALSE,Not in plan,FALSE,1,12/28/2021,0,,4/30/2024,38,3.13,81156,65.53318032,0.317379995
17,Morgan,Jones,Male,he/him,42,2/28/1978,Customer Success,Commercial,3,Director,Remote,,75541,FALSE,0,FALSE,0,Full-time,Terminated,2/29/2020,6/29/2024,White,Married,Bachelor,Monthly,FALSE,FALSE,CC1011,0.8,Exempt,FALSE,Not in plan,FALSE,0,,0,,4/30/2024,50,2.88,93423,54.84909409,0.436274239
18,Jordan,Wilson,Male,she/her,37,8/30/1983,Product,Tech,3,Analyst,Remote,,93920,FALSE,0,TRUE,0.0439,Full-time,Active,8/30/2020,,White,Married,Bachelor,Monthly,FALSE,FALSE,CC1002,1,Exempt,FALSE,Not in plan,FALSE,3,11/30/2020,0,,4/30/2024,44,3.24,100372,63.06562751,0.387082072
19,Robin,Smith,Male,she/her,43,4/30/1977,Operations,Corporate,2,VP,Remote,,67995,FALSE,0,FALSE,0,Full-time,Active,4/30/2020,,White,Divorced,Bachelor,Monthly,FALSE,FALSE,CC1000,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,4/30/2024,48,2.32,79384,61.68675486,0.375638254
20,Drew,Garcia,Male,he/him,27,5/30/1993,Finance,Corporate,1,Senior Manager,"Austin, TX",,80825,TRUE,0.196,FALSE,0,Full-time,Active,5/30/2020,,White,Single,Master,Monthly,FALSE,FALSE,CC1013,1,Non-exempt,FALSE,Not in plan,FALSE,2,7/30/2020,0,,4/30/2024,47,5,91075,100,0
22,Alex,Williams,Male,he/him,36,3/30/1984,Engineering,Tech,1,VP,"Seattle, WA",,125932,FALSE,0,TRUE,0.0568,Part-time,Active,3/30/2020,,White,Married,Master,Monthly,FALSE,FALSE,CC1014,1,Non-exempt,FALSE,Not in plan,FALSE,4,5/30/2020,0,,4/30/2024,49,1.95,140349,39.05321608,0.677287977
28,Drew,Miller,Female,he/him,35,11/30/1985,Customer Success,Commercial,3,Senior Director,"Austin, TX",,81962,TRUE,0.122,TRUE,0.0147,Full-time,Active,11/30/2020,,Hispanic,Single,PhD,Monthly,FALSE,FALSE,CC1000,1,Exempt,TRUE,In plan,FALSE,1,2/28/2021,0,,4/30/2024,41,4.71,85595,91.79281535,0.155863834
30,Alex,Davis,Female,he/him,35,12/30/1984,Sales,Commercial,1,Manager,"New York, NY",,76225,TRUE,0.169,TRUE,0.058,Part-time,Active,12/30/2019,,White,Single,Bachelor,Monthly,FALSE,FALSE,CC1003,1,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,4/30/2024,52,1.78,89844,39.2778475,0.613671146
33,Robin,Jones,Female,he/him,41,9/30/1978,Support,Tech,2,Manager,"Seattle, WA",,63392,FALSE,0,TRUE,0.0507,Full-time,Terminated,9/30/2019,7/30/2024,Hispanic,Married,Bachelor,Monthly,FALSE,FALSE,CC1010,1,Exempt,TRUE,In plan,FALSE,0,,0,,4/30/2024,55,1,69013,23.53072971,0.752042898
34,Robin,Smith,Female,she/her,24,9/30/1995,Sales,Commercial,1,Senior Director,"Seattle, WA",,91340,TRUE,0.185,TRUE,0.0272,Full-time,Active,9/30/2019,,White,Married,Associate,Monthly,FALSE,FALSE,CC1001,1,Non-exempt,FALSE,Not in plan,FALSE,1,5/30/2020,0,,4/30/2024,55,2.04,105101,40.68791903,0.569804501
35,Jamie,Williams,Male,he/him,26,6/30/1993,Engineering,Tech,1,Senior Analyst,Remote,,141027,FALSE,0,TRUE,0.0328,Full-time,Active,6/30/2019,,White,Married,Bachelor,Monthly,FALSE,FALSE,CC1014,0.8,Non-exempt,FALSE,Not in plan,FALSE,4,1/30/2020,0,,4/30/2024,58,4,173265,87.18786347,0.120042807
36,Jordan,Davis,Female,she/her,36,1/30/1984,Customer Success,Commercial,4,Director,"New York, NY",,76090,FALSE,0,TRUE,0.0631,Full-time,Active,1/30/2020,,White,Married,Bachelor,Monthly,FALSE,FALSE,CC1019,0.5,Exempt,FALSE,Not in plan,FALSE,2,2/29/2020,0,,4/30/2024,51,3.24,88041,62.99016195,0.331211284
37,Taylor,Smith,Male,she/her,24,11/30/1995,Engineering,Tech,3,Senior Manager,"San Francisco, CA",,128919,FALSE,0,TRUE,0.0715,Full-time,Active,11/30/2019,,White,Married,Bachelor,Monthly,FALSE,FALSE,CC1005,0.8,Exempt,FALSE,Not in plan,TRUE,0,,0,,4/30/2024,53,4.82,147354,100,0.04314208
38,Cameron,Johnson,Female,she/her,22,11/30/1998,Marketing,Commercial,1,Senior Manager,Remote,,69763,TRUE,0.064,TRUE,0.0161,Full-time,Active,11/30/2020,,Asian,Divorced,Bachelor,Monthly,FALSE,FALSE,CC1014,0.5,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,4/30/2024,41,1.95,75740,42.15980153,0.547552595
39,Casey,Williams,Female,he/him,51,2/28/1969,Sales,Commercial,3,Director,"New York, NY",,89135,TRUE,0.112,TRUE,0.0638,Full-time,Active,2/29/2020,,Hispanic,Single,High School,Monthly,FALSE,TRUE,CC1011,1,Exempt,TRUE,In plan,FALSE,0,,0,,4/30/2024,50,3.02,101857,55.37377695,0.455671351
40,Robin,Davis,Female,he/him,42,7/30/1978,Customer Success,Commercial,2,Analyst,Remote,,74823,FALSE,0,TRUE,0.0146,Full-time,Active,7/30/2020,,Hispanic,Married,PhD,Monthly,FALSE,FALSE,CC1006,1,Exempt,FALSE,Not in plan,FALSE,4,2/28/2021,0,,4/30/2024,45,1.69,83315,39.72302328,0.645794255
42,Casey,Smith,Male,he/him,40,3/30/1980,Operations,Corporate,3,Analyst,"New York, NY",,72197,FALSE,0,TRUE,0.0103,Full-time,Active,3/30/2020,,Black,Married,Bachelor,Monthly,FALSE,FALSE,CC1013,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,4/30/2024,49,4.05,80488,85.13490089,0.1229997
44,Taylor,Johnson,Female,ze/zir,33,7/30/1987,Finance,Corporate,3,Analyst,"Austin, TX",,93035,FALSE,0,TRUE,0.089,Full-time,Terminated,7/30/2020,7/30/2024,Hispanic,Married,PhD,Monthly,FALSE,FALSE,CC1007,0.5,Exempt,FALSE,Not in plan,FALSE,0,,0,,4/30/2024,45,3.1,103174,53.67526226,0.495612018
45,Cameron,Jones,Male,she/her,40,11/30/1980,Finance,Corporate,2,Manager,Remote,,85305,FALSE,0,TRUE,0.0881,Full-time,Active,11/30/2020,,Hispanic,Single,Bachelor,Monthly,FALSE,FALSE,CC1003,1,Exempt,FALSE,Not in plan,FALSE,2,6/30/2021,0,,4/30/2024,41,3.14,92100,57.72775498,0.37771217
49,Alex,Rodriguez,Female,she/her,51,2/28/1970,Engineering,Tech,1,Director,"Seattle, WA",,100123,FALSE,0,FALSE,0,Full-time,Active,2/28/2021,,White,Single,High School,Monthly,FALSE,FALSE,CC1013,1,Non-exempt,TRUE,In plan,FALSE,1,11/28/2021,0,,4/30/2024,38,4.69,109519,95.62077045,0.070510675
